#! FIELDS DIH_12 OOP_12 ext_12_nb.bias der_DIH_12 der_OOP_12
#! SET min_DIH_12 -pi
#! SET max_DIH_12 pi
#! SET nbins_DIH_12 199
#! SET periodic_DIH_12 true
#! SET min_OOP_12 0
#! SET max_OOP_12 2*pi
#! SET nbins_OOP_12 199
#! SET periodic_OOP_12 false
-3.141593 0.000000 19.251543 0.000000 0.000009
-3.110019 0.000000 19.238192 0.844973 0.000007
-3.078445 0.000000 19.198277 1.681244 -0.000001
-3.046871 0.000000 19.132208 2.500229 -0.000014
-3.015297 0.000000 19.040664 3.293567 -0.000032
-2.983724 0.000000 18.924582 4.053237 -0.000055
-2.952150 0.000000 18.785146 4.771660 -0.000083
-2.920576 0.000000 18.623771 5.441796 -0.000114
-2.889002 0.000000 18.442085 6.057237 -0.000150
-2.857428 0.000000 18.241907 6.612284 -0.000190
-2.825855 0.000000 18.025223 7.102022 -0.000234
-2.794281 0.000000 17.794162 7.522377 -0.000280
-2.762707 0.000000 17.550967 7.870166 -0.000329
-2.731133 0.000000 17.297968 8.143124 -0.000380
-2.699560 0.000000 17.037550 8.339935 -0.000433
-2.667986 0.000000 16.772127 8.460230 -0.000488
-2.636412 0.000000 16.504107 8.504588 -0.000543
-2.604838 0.000000 16.235866 8.474510 -0.000598
-2.573264 0.000000 15.969720 8.372393 -0.000653
-2.541691 0.000000 15.707894 8.201478 -0.000708
-2.510117 0.000000 15.452499 7.965795 -0.000761
-2.478543 0.000000 15.205505 7.670100 -0.000813
-2.446969 0.000000 14.968725 7.319787 -0.000863
-2.415395 0.000000 14.743791 6.920812 -0.000910
-2.383822 0.000000 14.532137 6.479595 -0.000954
-2.352248 0.000000 14.334993 6.002917 -0.000995
-2.320674 0.000000 14.153367 5.497826 -0.001032
-2.289100 0.000000 13.988042 4.971522 -0.001065
-2.257526 0.000000 13.839574 4.431255 -0.001094
-2.225953 0.000000 13.708290 3.884218 -0.001118
-2.194379 0.000000 13.594292 3.337443 -0.001137
-2.162805 0.000000 13.497464 2.797699 -0.001151
-2.131231 0.000000 13.417482 2.271401 -0.001160
-2.099657 0.000000 13.353826 1.764520 -0.001164
-2.068084 0.000000 13.305795 1.282504 -0.001162
-2.036510 0.000000 13.272526 0.830205 -0.001155
-2.004936 0.000000 13.253013 0.411824 -0.001143
-1.973362 0.000000 13.246127 0.030857 -0.001126
-1.941788 0.000000 13.250641 -0.309943 -0.001104
-1.910215 0.000000 13.265255 -0.608585 -0.001077
-1.878641 0.000000 13.288615 -0.863860 -0.001046
-1.847067 0.000000 13.319344 -1.075337 -0.001010
-1.815493 0.000000 13.356062 -1.243351 -0.000970
-1.783919 0.000000 13.397413 -1.368979 -0.000927
-1.752346 0.000000 13.442083 -1.454006 -0.000881
-1.720772 0.000000 13.488828 -1.500874 -0.000832
-1.689198 0.000000 13.536489 -1.512627 -0.000780
-1.657624 0.000000 13.584014 -1.492845 -0.000727
-1.626050 0.000000 13.630469 -1.445567 -0.000672
-1.594477 0.000000 13.675055 -1.375214 -0.000616
-1.562903 0.000000 13.717118 -1.286502 -0.000559
-1.531329 0.000000 13.756154 -1.184348 -0.000503
-1.499755 0.000000 13.791818 -1.073782 -0.000448
-1.468181 0.000000 13.823925 -0.959852 -0.000393
-1.436608 0.000000 13.852447 -0.847531 -0.000340
-1.405034 0.000000 13.877512 -0.741627 -0.000289
-1.373460 0.000000 13.899395 -0.646697 -0.000240
-1.341886 0.000000 13.918510 -0.566965 -0.000195
-1.310313 0.000000 13.935398 -0.506247 -0.000153
-1.278739 0.000000 13.950713 -0.467881 -0.000114
-1.247165 0.000000 13.965208 -0.454675 -0.000080
-1.215591 0.000000 13.979713 -0.468849 -0.000050
-1.184017 0.000000 13.995120 -0.512001 -0.000024
-1.152444 0.000000 14.012360 -0.585082 -0.000004
-1.120870 0.000000 14.032385 -0.688371 0.000012
-1.089296 0.000000 14.056143 -0.821478 0.000022
-1.057722 0.000000 14.084562 -0.983347 0.000027
-1.026148 0.000000 14.118524 -1.172277 0.000026
-0.994575 0.000000 14.158849 -1.385946 0.000020
-0.963001 0.000000 14.206273 -1.621457 0.000009
-0.931427 0.000000 14.261434 -1.875385 -0.000007
-0.899853 0.000000 14.324852 -2.143835 -0.000029
-0.868279 0.000000 14.396920 -2.422512 -0.000055
-0.836706 0.000000 14.477887 -2.706792 -0.000086
-0.805132 0.000000 14.567855 -2.991804 -0.000122
-0.773558 0.000000 14.666767 -3.272510 -0.000161
-0.741984 0.000000 14.774407 -3.543799 -0.000204
-0.710410 0.000000 14.890397 -3.800566 -0.000251
-0.678837 0.000000 15.014198 -4.037810 -0.000300
-0.647263 0.000000 15.145118 -4.250711 -0.000352
-0.615689 0.000000 15.282316 -4.434723 -0.000406
-0.584115 0.000000 15.424812 -4.585648 -0.000462
-0.552541 0.000000 15.571501 -4.699713 -0.000518
-0.520968 0.000000 15.721165 -4.773635 -0.000575
-0.489394 0.000000 15.872493 -4.804682 -0.000632
-0.457820 0.000000 16.024095 -4.790721 -0.000688
-0.426246 0.000000 16.174526 -4.730264 -0.000743
-0.394672 0.000000 16.322302 -4.622492 -0.000797
-0.363099 0.000000 16.465925 -4.467276 -0.000849
-0.331525 0.000000 16.603906 -4.265190 -0.000898
-0.299951 0.000000 16.734781 -4.017498 -0.000945
-0.268377 0.000000 16.857141 -3.726151 -0.000988
-0.236803 0.000000 16.969647 -3.393749 -0.001027
-0.205230 0.000000 17.071050 -3.023515 -0.001062
-0.173656 0.000000 17.160216 -2.619243 -0.001093
